iter	Logloss
130	0.4815707737
131	0.4806033575
132	0.480021605
133	0.4793519137
134	0.478619938
135	0.4780058387
136	0.4771973013
137	0.476507845
138	0.4759573685
139	0.4749435068
140	0.4742669892
141	0.4737754509
142	0.473339237
143	0.4726909615
144	0.4718706454
145	0.4712698418
146	0.4707891007
147	0.4701414945
148	0.4696347867
149	0.4687301011
150	0.4678909569
151	0.4674942284
152	0.4669503998
153	0.4661403455
154	0.4656813772
155	0.4650118644
156	0.4643324467
157	0.4635467083
158	0.4631063896
159	0.4624416507
160	0.4620549609
161	0.4613899543
162	0.4607241447
163	0.4603395518
164	0.4595891941
165	0.4589033071
166	0.4582450376
167	0.4578410366
168	0.4577999896
169	0.4571273536
170	0.4565579598
171	0.4559515345
172	0.4553229349
173	0.4547659891
174	0.4543614081
175	0.4536723533
176	0.4531040303
177	0.4526607223
178	0.4520049513
179	0.4513096503
180	0.4510475739
181	0.4505886502
182	0.449922439
183	0.4493104812
184	0.4484291746
185	0.4480062563
186	0.4474588138
187	0.4469241315
188	0.4464004695
189	0.4462794254
190	0.4458648503
191	0.4451835588
192	0.4445938646
193	0.4439962287
194	0.4436404133
195	0.4429390444
196	0.4423019231
197	0.4419641774
198	0.4414452893
199	0.440812228
200	0.4402953923
201	0.4396331966
202	0.4390764738
203	0.4388300132
204	0.437773632
205	0.4373269778
206	0.4370080602
207	0.4366924442
208	0.4358389336
209	0.4355141266
210	0.4351822703
211	0.4347461009
212	0.4343221564
213	0.4339429175
214	0.4334697166
215	0.4330128452
216	0.4323996828
217	0.4318780732
218	0.4317594383
219	0.4314604642
220	0.4308594821
221	0.4302576969
222	0.4298315662
223	0.4294613398
224	0.4289345546
225	0.4285329183
226	0.4281420791
227	0.4275926735
228	0.4270513434
229	0.4265399509
230	0.4257609942
231	0.4251285129
232	0.4246993929
233	0.4239993625
234	0.423672057
235	0.4233154386
236	0.4230181599
237	0.4224458215
238	0.422179105
239	0.4215891877
240	0.4211010403
241	0.4205452099
242	0.4197388588
243	0.4193432903
244	0.4189809163
245	0.4187318679
246	0.418404384
247	0.4179396155
248	0.4172374881
249	0.4169544421
250	0.4166082193
251	0.4161059285
252	0.4155983284
253	0.415214137
254	0.4147087231
255	0.4142633628
256	0.413675944
257	0.4132478948
258	0.4127144618
259	0.412418477
260	0.411796436
261	0.4112894159
262	0.4108134041
263	0.4102512828
264	0.4097984269
265	0.4095485308
266	0.4089457194
267	0.4086558024
268	0.4084356654
269	0.4081096538
270	0.4076757598
271	0.4073734395
272	0.4070327491
273	0.4065664191
274	0.4060336107
275	0.4055349785
276	0.4053061859
277	0.4049821374
278	0.4046546088
279	0.4042981243
280	0.4039272732
281	0.4035505328
282	0.4031513058
283	0.4028769153
284	0.402452837
285	0.4020582946
286	0.4016329224
287	0.4008284898
288	0.4002477635
289	0.3999510202
290	0.3996789943
291	0.3993541428
292	0.3988900882
293	0.3985887494
294	0.3983233714
295	0.3980066846
296	0.3977151168
297	0.3974618298
298	0.3971600003
299	0.3969815349
300	0.3964612191
301	0.3962007489
302	0.3954578422
303	0.3951836748
304	0.3948760451
305	0.3945088526
306	0.3941211366
307	0.3938686527
308	0.3934586731
309	0.3932144433
310	0.3928192763
311	0.3921758194
312	0.3919656319
313	0.3914550424
314	0.3910720111
315	0.3907330608
316	0.3903639944
317	0.3900788514
318	0.3896968462
319	0.3893133688
320	0.3890794007
321	0.388722693
322	0.3883733917
323	0.3880377875
324	0.3876067044
325	0.387174729
326	0.3866718136
327	0.3864961145
328	0.3860738208
329	0.3856740137
330	0.3851669044
331	0.3848892123
332	0.3845486111
333	0.3843170523
334	0.3839615939
335	0.3836195204
336	0.3833055998
337	0.3830195198
338	0.3827407569
339	0.3824853284
340	0.3823132877
341	0.3818346436
342	0.3815365172
343	0.3811173467
344	0.3808893126
345	0.380438509
346	0.3800670334
347	0.3796513875
348	0.3795107122
349	0.3791797036
350	0.3785449915
351	0.3782579745
352	0.3778992592
353	0.3775854278
354	0.377211989
355	0.3769982767
356	0.3767425805
357	0.3764954059
358	0.3762136091
359	0.3757223386
360	0.3752854554
361	0.3747813799
362	0.3745331346
363	0.3740176374
364	0.3736063639
365	0.3733544378
366	0.3730357432
367	0.3726489195
368	0.3724069874
369	0.3721851327
370	0.3717952527
371	0.3710610016
372	0.3706752487
373	0.3703887672
374	0.3698969389
375	0.3694531179
376	0.3689750538
377	0.3687740571
378	0.3684194464
379	0.36793904
380	0.3674826148
381	0.3672142475
382	0.3670423184
383	0.3667447051
384	0.366265191
385	0.3660265605
386	0.3657821745
387	0.3654185959
388	0.3649993807
389	0.3645608244
390	0.3643725211
391	0.3641586527
392	0.3638674195
393	0.3634268554
394	0.3629076104
395	0.3625372279
396	0.3621599521
397	0.3617968197
398	0.3617625766
399	0.3614880523
400	0.3613738121
401	0.3610123975
402	0.3604768898
403	0.3598747253
404	0.3595921477
405	0.3592995984
406	0.3589034499
407	0.3586266055
408	0.3581865768
409	0.3579841301
410	0.3576493068
411	0.3574928819
412	0.3570753622
413	0.3565378691
414	0.3558636939
415	0.3555933411
416	0.3553319563
417	0.3549950583
418	0.3549815395
419	0.3546167786
420	0.3543887891
421	0.3541964927
422	0.3538801405
423	0.3534733287
424	0.3530567459
425	0.3527917695
426	0.3522687767
427	0.3522514209
428	0.3517663967
429	0.3515206945
430	0.351129833
431	0.3509786505
432	0.3508133916
433	0.3501540513
434	0.3497273852
435	0.3494196886
436	0.3490941455
437	0.3488403231
438	0.3485927024
439	0.348400339
440	0.3482766849
441	0.3478358754
442	0.3476418389
443	0.3474504348
444	0.3472562199
445	0.3470541525
446	0.346833547
447	0.3465540479
448	0.3463497496
449	0.3461603533
450	0.3460425215
451	0.3456763552
452	0.345503333
453	0.3452390035
454	0.3451088353
455	0.3446798492
456	0.344396937
457	0.3441848978
458	0.3437777291
459	0.3435331869
460	0.3430487426
461	0.3427028321
462	0.3423680534
463	0.3421397739
464	0.3418631303
465	0.3414712426
466	0.3411599098
467	0.3408940633
468	0.3406705577
469	0.3403025845
470	0.340035288
471	0.3397395931
472	0.3392808925
473	0.3391840081
474	0.3388561673
475	0.3385296649
476	0.338136818
477	0.3378610221
478	0.3376421343
479	0.337310791
480	0.3371126945
481	0.3367504098
482	0.3364036962
483	0.3362156606
484	0.3360410545
485	0.3357549969
486	0.3354941474
487	0.3351515385
488	0.3349627668
489	0.3347597178
490	0.3345387331
491	0.3341546533
492	0.3339806942
493	0.3338410673
494	0.3336332444
495	0.3333787305
496	0.3330010754
497	0.3327640734
498	0.3327031275
499	0.332398264
500	0.3321161772
501	0.331893497
502	0.3315254568
503	0.3313761259
504	0.3311744824
505	0.3307449609
506	0.3304194177
507	0.3300661678
508	0.3299254479
509	0.3296850773
510	0.3294913086
511	0.3293101439
512	0.32902161
513	0.3286363925
514	0.3284575702
515	0.3281191776
516	0.3278863918
517	0.3276153921
518	0.3273997167
519	0.3271641425
520	0.3270517539
521	0.3266581931
522	0.3264236227
523	0.3260989273
524	0.3257531506
525	0.3254802994
526	0.3251318234
527	0.3249371177
528	0.3246776514
529	0.3244665269
530	0.3242398758
531	0.3240557219
532	0.323751483
533	0.3235930058
534	0.3235060932
535	0.3233040258
536	0.3230992814
537	0.322897794
538	0.3225368031
539	0.3223466483
540	0.3219198037
541	0.3216878211
542	0.3214849506
543	0.3211634229
544	0.320779767
545	0.3204751712
546	0.3201147158
547	0.319649055
548	0.3195230807
549	0.3192032931
550	0.3188119186
551	0.3185933877
552	0.3183344122
553	0.3181403311
554	0.317765643
555	0.3175702681
556	0.3174182156
557	0.3171582138
558	0.3169286628
559	0.3166755542
560	0.3164090162
561	0.3162545098
562	0.315920445
563	0.3155768991
564	0.3153400087
565	0.3151577286
566	0.3149208604
567	0.3146199232
568	0.3143220645
569	0.3139690823
570	0.3137177138
571	0.3135141072
572	0.3132222717
573	0.312999413
574	0.312885039
575	0.3126744499
576	0.3123267547
577	0.3121507879
578	0.31181679
579	0.3116977089
580	0.3113635771
581	0.3109398557
582	0.310832955
583	0.3106156734
584	0.310286784
585	0.3102003399
586	0.3100756595
587	0.3096901297
588	0.3095400849
589	0.3091949106
590	0.3090229146
591	0.3088056107
592	0.308627123
593	0.3082755239
594	0.3080747058
595	0.3077387224
596	0.3076003894
597	0.3073416593
598	0.3071067765
599	0.3068769578
600	0.3065411752
601	0.3062926398
602	0.3059188441
603	0.3057055557
604	0.3055161593
605	0.3052020603
606	0.3050779376
607	0.3049459402
608	0.3047054358
609	0.3045799077
610	0.3042856852
611	0.3041055914
612	0.3039398193
613	0.3037254378
614	0.303449508
615	0.303238562
616	0.3030702914
617	0.3029023555
618	0.3027114422
619	0.3026924803
620	0.3024079172
621	0.3022378843
622	0.3017610918
623	0.3015368947
624	0.3013440852
625	0.301144427
626	0.3010360539
627	0.3008750782
628	0.3007552387
629	0.300547215
630	0.3002694559
631	0.3000723856
632	0.2998870493
633	0.2995972438
634	0.2993922317
635	0.2992278428
636	0.2990220276
637	0.2988964772
638	0.298589963
639	0.2984853823
640	0.2983810693
641	0.2981270684
642	0.2978864525
643	0.2976065742
644	0.2974846823
645	0.2972893743
646	0.2970188877
647	0.2968967951
648	0.2964944226
649	0.2962735271
650	0.2961131313
651	0.2958320038
652	0.2956712734
653	0.2955307988
654	0.2953739278
655	0.2951690718
656	0.2949812147
657	0.2947999608
658	0.2945951049
659	0.2944679483
660	0.2942916245
661	0.294085274
662	0.2937723126
663	0.293616557
664	0.2933235392
665	0.2932419582
666	0.2930336891
667	0.2927955047
668	0.2925234343
669	0.2923202068
670	0.2921573126
671	0.2918944331
672	0.2916170979
673	0.2913506491
674	0.2910816126
675	0.2908908108
676	0.2907077722
677	0.2906241166
678	0.2904102928
679	0.2903358281
680	0.2900493243
681	0.2898481492
682	0.2896081132
683	0.2891967952
684	0.2888152808
685	0.2886297661
686	0.2884674518
687	0.2882861756
688	0.2879266795
689	0.2877630267
690	0.2873265004
691	0.2870930454
692	0.2868774146
693	0.2867132934
694	0.2863918327
695	0.2862453572
696	0.2859454462
697	0.2857539305
698	0.2853969775
699	0.2851922331
700	0.2850464046
701	0.284850048
702	0.2845367521
703	0.2841986048
704	0.2838470504
705	0.2837240208
706	0.2835069177
707	0.2832907515
708	0.2831184655
709	0.2828660932
710	0.2827076382
711	0.282542067
712	0.2823538529
713	0.2820926689
714	0.2818665755
715	0.281646327
716	0.2814433672
717	0.281400424
718	0.2812085068
719	0.2809281823
720	0.2807074653
721	0.2805397524
722	0.2803121868
723	0.2801211619
724	0.2799021849
725	0.279739826
726	0.2795774895
727	0.2794188115
728	0.2793086983
729	0.2790597614
730	0.2789117021
731	0.2787009345
732	0.2783908509
733	0.2782028377
734	0.2780481751
735	0.2778307374
736	0.2777235912
737	0.2775854813
738	0.2774331165
739	0.2770949916
740	0.2766566137
741	0.2764522486
742	0.2763091416
743	0.2760521961
744	0.2758443063
745	0.2755494592
746	0.2753731354
747	0.2751510799
748	0.2750238341
749	0.2746913308
750	0.274536222
751	0.2743391963
752	0.2741367273
753	0.2740124931
754	0.2736836261
755	0.2735574287
756	0.2733822873
757	0.2731046398
758	0.2728778103
759	0.2726717051
760	0.272281736
761	0.2719280845
762	0.2714849996
763	0.2713259201
764	0.2710014477
765	0.2707997372
766	0.2705064517
767	0.2703589501
768	0.2701742161
769	0.2698410659
770	0.2696489925
771	0.2694246616
772	0.2692635073
773	0.2690335547
774	0.2689225716
775	0.2686491403
776	0.2684990732
777	0.2682875248
778	0.268188655
779	0.2680624354
780	0.2678657219
781	0.2677526195
782	0.2674440083
783	0.267256575
784	0.2671371594
785	0.2669571101
786	0.2666987592
787	0.2663955688
788	0.2661560683
789	0.2658713268
790	0.2657417164
791	0.2655838637
792	0.2653984605
793	0.2652321977
794	0.2651081643
795	0.2648471141
796	0.2646346957
797	0.2644991066
798	0.2643413432
799	0.2640232064
800	0.2637259054
801	0.263469473
802	0.2632192199
803	0.2630227518
804	0.2628936991
805	0.262708742
806	0.262600592
807	0.2622634263
808	0.2621382775
809	0.2618915491
810	0.2616030375
811	0.2614752563
812	0.2613054019
813	0.2611405668
814	0.2609032079
815	0.2607266164
816	0.260495593
817	0.2601779023
818	0.2599694325
819	0.2598317464
820	0.2596481279
821	0.2595363862
822	0.2593647472
823	0.2592499047
824	0.2590188367
825	0.2588954725
826	0.2585685016
827	0.2584216023
828	0.2581802279
829	0.2579445644
830	0.2576195343
831	0.2574095698
832	0.257147538
833	0.2570111905
834	0.2567807917
835	0.2566015902
836	0.2563317282
837	0.2561471058
838	0.2558227896
839	0.2556265892
840	0.2553888064
841	0.2550769828
842	0.2549541317
843	0.254807054
844	0.2546342102
845	0.2544127793
846	0.2542206391
847	0.2538554543
848	0.2536556846
849	0.2535470884
850	0.2534442032
851	0.2532952961
852	0.2530182509
853	0.2527142575
854	0.2524786163
855	0.2522196407
856	0.2519434879
857	0.2517915692
858	0.2515811139
859	0.2514326754
860	0.2512720119
861	0.2511027375
862	0.2508122405
863	0.2505329868
864	0.2503754242
865	0.2501939026
866	0.2500139872
867	0.2499650877
868	0.2498407643
869	0.2496327183
870	0.2494210137
871	0.2492841085
872	0.2491718761
873	0.2490341454
874	0.248704966
875	0.2485627515
876	0.2482898556
877	0.2481127287
878	0.2478912755
879	0.247738353
880	0.2475055003
881	0.2473319427
882	0.2471598575
883	0.2469855638
884	0.2468522947
885	0.2465284024
886	0.2463624742
887	0.2462542573
888	0.2460272716
889	0.2458643774
890	0.2455881353
891	0.2453992966
892	0.2452205859
893	0.2449007536
894	0.2446985301
895	0.2445580332
896	0.2442707709
897	0.2441104197
898	0.2440019797
899	0.2438663237
900	0.2436694541
901	0.2434306451
902	0.2433224059
903	0.2431999787
904	0.2430502016
905	0.2427741826
906	0.2424733569
907	0.2423323916
908	0.2422199807
909	0.2420144332
910	0.2418688055
911	0.2416944002
912	0.2415586996
913	0.2414213928
914	0.2412579185
915	0.2411474484
916	0.240918522
917	0.2407747904
918	0.2405866656
919	0.2404434026
920	0.2401938187
921	0.240123548
922	0.23989161
923	0.2396691529
924	0.2394583853
925	0.2392516108
926	0.2391113594
927	0.2389336971
928	0.2387507924
929	0.238708853
930	0.2385445533
931	0.2383946647
932	0.2381856149
933	0.2380542421
934	0.2378038328
935	0.2376826772
936	0.2375014456
937	0.2373100861
938	0.237209387
939	0.2370745341
940	0.2368026198
941	0.2365491767
942	0.2364764743
943	0.2362945512
944	0.2361339101
945	0.2360268755
946	0.2359270687
947	0.2357418663
948	0.235504775
949	0.2352216843
950	0.2350241232
951	0.2347650361
952	0.2346860651
953	0.2344770376
954	0.2343671029
955	0.2342135335
956	0.2340056436
957	0.2339063499
958	0.2337944522
959	0.2336068181
960	0.2334657636
961	0.2333545127
962	0.2332174513
963	0.2330514339
964	0.2329279582
965	0.2328167742
966	0.2326996787
967	0.2325583787
968	0.2324840479
969	0.2323967783
970	0.2322431642
971	0.2320418999
972	0.2319095009
973	0.2316966364
974	0.2315829093
975	0.2314454017
976	0.2313254284
977	0.2311796445
978	0.2310299344
979	0.2307541607
980	0.2306064583
981	0.230526952
982	0.2303653293
983	0.2301816885
984	0.2301052384
985	0.2300048293
986	0.229911358
987	0.2297711066
988	0.2296239842
989	0.2294485973
990	0.2292220579
991	0.2290781702
992	0.2289026495
993	0.2288127698
994	0.2286824678
995	0.2285552889
996	0.2284688671
997	0.228339792
998	0.2281306975
999	0.2279469451
